ID_PERFIL,FEATURES_FORCADAS_DO_PERFIL,RANK,TITULO_RECOMENDADO,RATING_RECOMENDADO,JACCARD_SCORE,GENERO_FILME,TEMA_FILME,DIRETOR_FILME,PRODUTORA_FILME,PAIS_FILME
18,"genre: Romance Leve, theme: História, main_actor: Sandra Bullock, director: Brad Bird, producer: TriStar Pictures, country: França, age_rating: Família, release_decade: 1980, release_type: Cinema, premios: Nao",8,Of Gods and Men,7.2,0.2857142857142857,Drama,História,Outros,Why Not Productions,França
18,"genre: Romance Leve, theme: História, main_actor: Sandra Bullock, director: Brad Bird, producer: TriStar Pictures, country: França, age_rating: Família, release_decade: 1980, release_type: Cinema, premios: Nao",9,Premonition,5.9,0.2857142857142857,Drama,Fantasia,Outros,TriStar Pictures,Estados Unidos
18,"genre: Romance Leve, theme: História, main_actor: Sandra Bullock, director: Brad Bird, producer: TriStar Pictures, country: França, age_rating: Família, release_decade: 1980, release_type: Cinema, premios: Nao",10,The Diving Bell and the Butterfly,8.0,0.1875,Drama Médico,Biografia,Julian Schnabel,Path,França
19,"genre: Comédia Vulgar, theme: Ficção Científica, main_actor: Charlie Sheen, director: Zack Snyder, producer: Disney Television Animation, country: Espanha, age_rating: Jovens, release_decade: 2010, release_type: Cinema, premios: Nao",1,The Children,5.4,0.23076923076923078,Terror,Ficção Científica,Outros,Outros,Estados Unidos
19,"genre: Comédia Vulgar, theme: Ficção Científica, main_actor: Charlie Sheen, director: Zack Snyder, producer: Disney Television Animation, country: Espanha, age_rating: Jovens, release_decade: 2010, release_type: Cinema, premios: Nao",2,The Being,4.4,0.21428571428571427,Terror,Ficção Científica,Outros,Outros,Estados Unidos
19,"genre: Comédia Vulgar, theme: Ficção Científica, main_actor: Charlie Sheen, director: Zack Snyder, producer: Disney Television Animation, country: Espanha, age_rating: Jovens, release_decade: 2010, release_type: Cinema, premios: Nao",3,Casual Sex?,5.1,0.2,Comédia Vulgar,Comédia,Outros,Universal Pictures,Estados Unidos
19,"genre: Comédia Vulgar, theme: Ficção Científica, main_actor: Charlie Sheen, director: Zack Snyder, producer: Disney Television Animation, country: Espanha, age_rating: Jovens, release_decade: 2010, release_type: Cinema, premios: Nao",4,2019: After the Fall of New York,5.5,0.23076923076923078,Ação,Ficção Científica,Outros,Outros,Itália
19,"genre: Comédia Vulgar, theme: Ficção Científica, main_actor: Charlie Sheen, director: Zack Snyder, producer: Disney Television Animation, country: Espanha, age_rating: Jovens, release_decade: 2010, release_type: Cinema, premios: Nao",5,My Tutor,5.2,0.21428571428571427,Comédia Vulgar,Comédia,Outros,Marimark Productions,Estados Unidos
19,"genre: Comédia Vulgar, theme: Ficção Científica, main_actor: Charlie Sheen, director: Zack Snyder, producer: Disney Television Animation, country: Espanha, age_rating: Jovens, release_decade: 2010, release_type: Cinema, premios: Nao",6,Virtual Encounters,4.1,0.1875,Drama,Ficção Científica,Cybil Richards,Surrender Cinema,Estados Unidos
19,"genre: Comédia Vulgar, theme: Ficção Científica, main_actor: Charlie Sheen, director: Zack Snyder, producer: Disney Television Animation, country: Espanha, age_rating: Jovens, release_decade: 2010, release_type: Cinema, premios: Nao",7,Rowing with the Wind,5.8,0.2,Drama,Terror,Outros,Televisin Espaola TVE,Espanha
19,"genre: Comédia Vulgar, theme: Ficção Científica, main_actor: Charlie Sheen, director: Zack Snyder, producer: Disney Television Animation, country: Espanha, age_rating: Jovens, release_decade: 2010, release_type: Cinema, premios: Nao",8,The Boogens,5.5,0.23076923076923078,Terror,Ficção Científica,Outros,Outros,Estados Unidos
19,"genre: Comédia Vulgar, theme: Ficção Científica, main_actor: Charlie Sheen, director: Zack Snyder, producer: Disney Television Animation, country: Espanha, age_rating: Jovens, release_decade: 2010, release_type: Cinema, premios: Nao",9,Goya in Bordeaux,6.6,0.2,Period Drama,Biografia,Carlos Saura,Lolafilms,Espanha
19,"genre: Comédia Vulgar, theme: Ficção Científica, main_actor: Charlie Sheen, director: Zack Snyder, producer: Disney Television Animation, country: Espanha, age_rating: Jovens, release_decade: 2010, release_type: Cinema, premios: Nao",10,Outrage,6.0,0.1875,Drama,Romance,Carlos Saura,Antena 3 Televisin,Espanha
20,"genre: Comédia Vulgar, theme: Ficção Científica, main_actor: Meryl Streep, director: Sam Raimi, producer: Disney Television Animation, country: França, age_rating: Jovens, release_decade: 2020, release_type: Cinema, premios: Nao",1,The Last Battle,6.7,0.2857142857142857,Ficção Científica Distópica,Ficção Científica,Luc Besson,Outros,França
20,"genre: Comédia Vulgar, theme: Ficção Científica, main_actor: Meryl Streep, director: Sam Raimi, producer: Disney Television Animation, country: França, age_rating: Jovens, release_decade: 2020, release_type: Cinema, premios: Nao",2,Death Watch,6.6,0.26666666666666666,Drama,Ficção Científica,Bertrand Tavernier,Little Bear,França
20,"genre: Comédia Vulgar, theme: Ficção Científica, main_actor: Meryl Streep, director: Sam Raimi, producer: Disney Television Animation, country: França, age_rating: Jovens, release_decade: 2020, release_type: Cinema, premios: Nao",3,Immortal,5.9,0.2857142857142857,Drama,Ficção Científica,Outros,TF1 Films Production,França
20,"genre: Comédia Vulgar, theme: Ficção Científica, main_actor: Meryl Streep, director: Sam Raimi, producer: Disney Television Animation, country: França, age_rating: Jovens, release_decade: 2020, release_type: Cinema, premios: Nao",4,The Children,5.4,0.23076923076923078,Terror,Ficção Científica,Outros,Outros,Estados Unidos
20,"genre: Comédia Vulgar, theme: Ficção Científica, main_actor: Meryl Streep, director: Sam Raimi, producer: Disney Television Animation, country: França, age_rating: Jovens, release_decade: 2020, release_type: Cinema, premios: Nao",5,The Being,4.4,0.21428571428571427,Terror,Ficção Científica,Outros,Outros,Estados Unidos
20,"genre: Comédia Vulgar, theme: Ficção Científica, main_actor: Meryl Streep, director: Sam Raimi, producer: Disney Television Animation, country: França, age_rating: Jovens, release_decade: 2020, release_type: Cinema, premios: Nao",6,Kings,5.1,0.21428571428571427,Crime Verdadeiro,Crime,Outros,Outros,França
20,"genre: Comédia Vulgar, theme: Ficção Científica, main_actor: Meryl Streep, director: Sam Raimi, producer: Disney Television Animation, country: França, age_rating: Jovens, release_decade: 2020, release_type: Cinema, premios: Nao",7,Valmont,7.0,0.1875,Period Drama,Tragédia,Milos Forman,Renn Productions,França
20,"genre: Comédia Vulgar, theme: Ficção Científica, main_actor: Meryl Streep, director: Sam Raimi, producer: Disney Television Animation, country: França, age_rating: Jovens, release_decade: 2020, release_type: Cinema, premios: Nao",8,Alice and Martin,6.2,0.2,Drama,Romance,Outros,Les Films Alain Sarde,França
20,"genre: Comédia Vulgar, theme: Ficção Científica, main_actor: Meryl Streep, director: Sam Raimi, producer: Disney Television Animation, country: França, age_rating: Jovens, release_decade: 2020, release_type: Cinema, premios: Nao",9,Raw,6.9,0.23076923076923078,Terror Corporal (Body Horror),Amadurecimento,Outros,Outros,França
20,"genre: Comédia Vulgar, theme: Ficção Científica, main_actor: Meryl Streep, director: Sam Raimi, producer: Disney Television Animation, country: França, age_rating: Jovens, release_decade: 2020, release_type: Cinema, premios: Nao",10,The Death of Stalin,7.3,0.2,Comédia Sombria,Sátira,Outros,Gaumont,França
